E72.2;Anom. du cycle de l'uréogenèse;
E72.3;Anom. du métab. de la lysine et de l'hydroxylysine;
E72.4;Anom. du métab. de l'ornithine;
E72.5;Anom. du métab. de la glycine;
E72.8;Autres anom. préc. du métab. des acides aminés;
E72.9;Anom. du métab. des acides aminés, SAI;
E73.0;Défic. cong. en lactase;
E73.1;Défic. 2aire. en lactase;
E73.8;Autres intolérances au lactose;
E73.9;Intolérance au lactose, SAI;
E74.0;Thésaurismose glycogénique;
E74.1;Anom. du métab. du fructose;
E74.2;Anom. du métab. du galactose;
E74.3;Autres anom. de l'absorption intest. des hydrates de carbone;
E74.4;Anom. du métab. du pyruvate et de la gluconéogenèse;
E74.8;Autres anom. préc. du métab. des hydrates de carbone;
E74.9;Anom. du métab. des hydrates de carbone, SAI;
E75.0;Gangliosidose GM2;
E75.1;Autres gangliosidoses;
E75.2;Autres sphingolipidoses;
E75.3;Sphingolipidose, SAI;
E75.4;Lipofuscinose à céroïdes neuronaux;
E75.5;Autres anom. du stockage des lipides;
E75.6;Anom. du stockage des lipides, SAI;
E76.0;Mucopolysaccharidose, type I;
E76.1;Mucopolysaccharidose, type II;
E76.2;Autres mucopolysaccharidoses;
E76.3;Mucopolysaccharidose, SAI;
E76.8;Autres anom. du métab. des glucosaminoglycanes;
E76.9;Anom. du métab. des glucosaminoglycanes, SAI;
E77.0;Défauts de la transform post-traductionnelle des enzym. lysosomiaux;
E77.1;Défauts de la dégradation des glycoprotéines;
E77.8;Autres anom. du métab. des glycoprotéines;
E77.9;Anom. du métab. des glycoprotéines, SAI;
E78.0;Hypercholestérolémie essentielle;
E78.1;Hyperglycéridémie essentielle;
E78.2;Hyperlipidémie mixte;
E78.3;Hyperchylomicronémie;
E78.4;Autres hyperlipidémies;
E78.5;Hyperlipidémie, SAI;
E78.6;Défic. en lipoprotéines;
E78.8;Autres anom. du métab. des lipoprotéines;
E78.9;Anom. du métab. des lipoprotéines, SAI;
E79.0;Hyperuricémie sans signes d'arthrite infl. et de mal. tophacée;
E79.1;Synd. de Lesch-Nyhan;
E79.8;Autres anom. du métab. de la purine et de la pyrimidine;
E79.9;Anom. du métab. de la purine et de la pyrimidine, SAI;
E80.0;Porphyrie érythropoïétique héréd.;
E80.1;Porphyrie cutanée tardive;
E80.2;Autres porphyries;
E80.3;Défic. en catalase et en peroxydase;
E80.4;Synd. de Gilbert;
E80.5;Mal. de Crigler et Najjar;
E80.6;Autres anom. du métab. de la bilirubine;
E80.7;Anom. du métab. de la bilirubine, SAI;
E83.0;Anom. du métab. du cuivre;
E83.1;Anom. du métab. du fer;
E83.2;Anom. du métab. du zinc;
E83.3;Anom. du métab. du phosphore;
E83.4;Anom. du métab. du Mg;
E83.5;Anom. du métab. du Ca;
E83.8;Autres anom. du métab. des minéraux;
E83.9;Anom. du métab. des minéraux, SAI;
E84.0;Fibrose kystique avec manif. pulm.;
E84.1;Fibrose kystique avec manif. intest.;
E84.8;Fibrose kystique avec autres manif.;
E84.9;Fibrose kystique, SAI;
E85.0;Amylose hérédofam. non neuropathique;
E85.1;Amylose hérédofam. neuropathique;
E85.2;Amylose hérédofam., SAI;
E85.3;Amylose généralisée 2aire.;
E85.4;Amylose limitée à un ou plus. org.(s);
E85.8;Autres amyloses;
E85.9;Amylose, SAI;
E86.6;Hypovolémie;
E87.0;Hyperosmolarité et hypernatrémie;
E87.1;Hypo-osmolarité et hyponatrémie;
E87.2;Acidose;
E87.3;Alcalose;
E87.4;Anom. mixte de l'équilibre acido-basique;
E87.5;Hyperkaliémie;
E87.6;Hypokaliémie;
E87.7;Surcharge liquidienne;
E87.8;Autres déséquilibres hydro-électrolytiques, NCA.;
E88.0;Anom. du métab. des protéines plasmatiques, NCA.;
E88.1;Lipodystrophie, non cl. ail.;
E88.2;Lipomatose, non cl. ail.;
E88.8;Autres anom. métab. préc.;
E88.9;Anom. métab., SAI;
E89.0;Hypothyroïdie après un acte;
E89.1;Hypoinsulinémie après un acte;
E89.2;Hypoparathyroïdie après un acte;
E89.3;Hypopituitarisme après un acte;
E89.4;Insuf. ovarienne après un acte;
E89.5;Hypofct. testiculaire après un acte;
E89.6;Hypofct. corticosurrénal (de la médullaire) après un acte;
E89.8;Autres anom. endoc. et métab. après un acte;
E89.9;Anom. endoc. et métab. après un acte, SAI;
E90.0;Anom. nutr. et métab. avec mal. cl. ail.;
F00.0;Démence de la mal. d'Alzheimer, à début précoce (G30.0);
F00.1;Démence de la mal. d'Alzheimer, à début tardif (G30.1);
F00.2;Démence de la mal. d'Alzheimer, forme atypique ou mixte (G30.8);
F00.9;Démence de la mal. d'Alzheimer, SAI (G30.9);
F01.0;Démence vasc. à début aig.;
F01.1;Démence vasc. par infarc. mult.;
F01.2;Démence vasc. sous-corticale;
F01.3;Démence vasc. mixte, corticale et sous-corticale;
F01.8;Autres formes de démence vasc.;
F01.9;Démence vasc., SAI;
F02.0;Démence de la mal. de Pick (G31.0);
F02.1;Démence de la mal. de Creutzfeldt-Jakob (A81.0);
F02.2;Démence de la mal. de Huntington (G10);
F02.3;Démence de la mal. de Parkinson (G20);
F02.4;Démence de la mal. due au V.I.H. [VIH] (B22.0);
F02.8;Démence au cours d'autres mal. cl. ail.;
F03.3;Démence, SAI;
F04.4;Synd. amnésique org., non induit par l'alcool et d'autres subst. psyc-activ.;
F05.0;Delirium non surajouté à une démence, ainsi décrit;
F05.1;Delirium surajouté à une démence;
F05.8;Autres formes de delirium;
F05.9;Delirium, SAI;
F06.0;État hallucinatoire org.;
F06.1;Catatonie org.;
F06.2;Tbl. délirant org. [d'allure schizophrénique];
F06.3;Tbl. org. de l'humeur [affectifs];
F06.4;Tbl. anxieux org.;
F06.5;Tbl. dissociatif org.;
F06.6;Labilité [asthénie] émotion. org.;
F06.7;Tbl. cognitif léger;
F06.8;Autres tbl. ment. préc. dus à une lés. céréb. et un dysfct. céréb. et à une aff. phys.;
F06.9;Tbl. ment. SAI, dû à une lés. céréb. et un dysfct. céréb., et à une aff. phys.;
F07.0;Tbl. org. de la person.;
F07.1;Synd. post-encéphalitique;
F07.2;Synd. post-commotionnel;
F07.8;Autres tbl. org. de la person. et du comport. dus à une aff., une lés. et un dysfct. céréb.;
F07.9;Tbl. org. de la person. et du comport. dû à une aff., une lés. et un dysfct. céréb., SAI;
F09.9;Tbl. ment. org. ou sympt., SAI;
F10.0;Tbl. ment. et du comport. liés à l'util. d'alcool : intox. aig.;
F10.1;Tbl. ment. et du comport. liés à l'util. d'alcool : util. nocive;
F10.2;Tbl. ment. et du comport. liés à l'util. d'alcool : synd. de dép.;
F10.3;Tbl. ment. et du comport. liés à l'util. d'alcool : synd. de sevrage;
F10.4;Tbl. ment. et du comport. liés à l'util. d'alcool : synd. de sevr. + délirium;
F10.5;Tbl. ment. et du comport. liés à l'util. d'alcool : tbl. psychot.;
F10.6;Tbl. ment. et du comport. liés à l'util. d'alcool : synd. amnésique;
F10.7;Tbl. ment. et du comport. liés à l'util. d'alcool : tbl. résiduel ou psychot. de survenue tardive;
F10.8;Autres tbl. ment. et du comport. liés à l'util. d'alcool;
F10.9;Tbl. ment. et du comport. liés à l'util. d'alcool, SAI;
F11.0;Tbl. ment. et du comport. liés à l'util. d'opiacés : intox. aig.;
F11.1;Tbl. ment. et du comport. liés à l'util. d'opiacés : util. nocive;
F11.2;Tbl. ment. et du comport. liés à l'util. d'opiacés : synd. de dép.;
F11.3;Tbl. ment. et du comport. liés à l'util. d'opiacés : synd. de sevrage;
F11.4;Tbl. ment. et du comport. liés à l'util. d'opiacés : synd. de sevr. + délirium;
F11.5;Tbl. ment. et du comport. liés à l'util. d'opiacés : tbl. psychot.;
F11.6;Tbl. ment. et du comport. liés à l'util. d'opiacés : synd. amnésique;
F11.7;Tbl. ment. et du comport. liés à l'util. d'opiacés : tbl. résiduel ou psychot. de survenue tardive;
F11.8;Autres tbl. ment. et du comport. liés à l'util. d'opiacés;
F11.9;Tbl. ment. et du comport. liés à l'util. d'opiacés, SAI;
F12.0;Tbl. ment. dus à dér. du cannabis : intox. aig.;
F12.1;Tbl. ment. dus à dér. du cannabis : util. nocive;
F12.2;Tbl. ment. dus à dér. du cannabis : synd. de dép.;
F12.3;Tbl. ment. dus à dér. du cannabis : synd. de sevrage;
F12.4;Tbl. ment. dus à dér. du cannabis : synd. de sevr. + délirium;
F12.5;Tbl. ment. dus à dér. du cannabis : tbl. psychot.;
F12.6;Tbl. ment. dus à dér. du cannabis : synd. amnésique;
F12.7;Tbl. ment. dus à dér. du cannabis : tbl. résiduel ou psychot. de survenue tardive;
F12.8;Autres tbl. ment. dus à dér. du cannabis;
F12.9;Tbl. ment. dus à dér. du cannabis, SAI;
F13.0;Tbl. ment. dus à séd., hypnot. : intox. aig.;
F13.1;Tbl. ment. dus à séd., hypnot. : util. nocive;
F13.2;Tbl. ment. dus à séd., hypnot. : synd. de dép.;
F13.3;Tbl. ment. dus à séd., hypnot. : synd. de sevrage;
F13.4;Tbl. ment. dus à séd., hypnot. : synd. de sevr. + délirium;
F13.5;Tbl. ment. dus à séd., hypnot. : tbl. psychot.;
F13.6;Tbl. ment. dus à séd., hypnot. : synd. amnésique;
F13.7;Tbl. ment. dus à séd., hypnot. : tbl. résiduel ou psychot. de survenue tardive;
F13.8;Autres tbl. ment. dus à séd., hypnot.;
F13.9;Tbl. ment. dus à séd., hypnot., SAI;
F14.0;Tbl. ment. dus à cocaïne : intox. aig.;
F14.1;Tbl. ment. dus à cocaïne : util. nocive;
F14.2;Tbl. ment. dus à cocaïne : synd. de dép.;
F14.3;Tbl. ment. dus à cocaïne : synd. de sevrage;
F14.4;Tbl. ment. dus à cocaïne : synd. de sevr. + délirium;
F14.5;Tbl. ment. dus à cocaïne : tbl. psychot.;
F14.6;Tbl. ment. dus à cocaïne : synd. amnésique;
F14.7;Tbl. ment. dus à cocaïne : tbl. résiduel ou psychot. de survenue tardive;
F14.8;Autres tbl. ment. dus à cocaïne;
F14.9;Tbl. ment. dus à cocaïne, SAI;
F15.0;Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : intox. aig.;
F15.1;Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : util. nocive;
F15.2;Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : synd. de dép.;
F15.3;Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : synd. de sevrage;
F15.4;Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : synd. de sevr. + délirium;
F15.5;Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : tbl. psychot.;
F15.6;Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : synd. amnésique;
F15.7;Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : tbl. résiduel ou psychot. de survenue tard;
F15.8;Autres tbl. ment. et du comport. liés à l'util. d'stimul. NCA.;
F15.9;Tbl. ment. et du comport. liés à l'util. d'stimul. NCA. : SAI;
F16.0;Tbl. ment. et du comport. liés à l'util. d'halluc. : intox. aig.;
F16.1;Tbl. ment. et du comport. liés à l'util. d'halluc. : util. nocive;
F16.2;Tbl. ment. et du comport. liés à l'util. d'halluc. : synd. de dép.;
F16.3;Tbl. ment. et du comport. liés à l'util. d'halluc. : synd. de sevrage;
F16.4;Tbl. ment. et du comport. liés à l'util. d'halluc. : synd. de sevr. + délirium;
F16.5;Tbl. ment. et du comport. liés à l'util. d'halluc. : tbl. psychot.;
F16.6;Tbl. ment. et du comport. liés à l'util. d'halluc. : synd. amnésique;
F16.7;Tbl. ment. et du comport. liés à l'util. d'halluc. : tbl. résiduel ou psychot. de survenue tardive;
F16.8;Autres tbl. ment. et du comport. liés à l'util. d'halluc.;
F16.9;Tbl. ment. et du comport. liés à l'util. d'halluc., SAI;
F17.0;Tbl. ment. dus à tabac : intox. aig.;
F17.1;Tbl. ment. dus à tabac : util. nocive;
F17.2;Tbl. ment. dus à tabac : synd. de dép.;
F17.3;Tbl. ment. dus à tabac : synd. de sevrage;
F17.4;Tbl. ment. dus à tabac : synd. de sevr. + délirium;
F17.5;Tbl. ment. dus à tabac : tbl. psychot.;
F17.6;Tbl. ment. dus à tabac : synd. amnésique;
F17.7;Tbl. ment. dus à tabac : tbl. résiduel ou psychot. de survenue tardive;
F17.8;Autres tbl. ment. dus à tabac;
F17.9;Tbl. ment. dus à tabac, SAI;
F18.0;Tbl. ment. dus à solvants volatils : intox. aig.;
F18.1;Tbl. ment. dus à solvants volatils : util. nocive;
F18.2;Tbl. ment. dus à solvants volatils : synd. de dép.;
F18.3;Tbl. ment. dus à solvants volatils : synd. de sevrage;
F18.4;Tbl. ment. dus à solvants volatils : synd. de sevr. + délirium;
F18.5;Tbl. ment. dus à solvants volatils : tbl. psychot.;
F18.6;Tbl. ment. dus à solvants volatils : synd. amnésique;
F18.7;Tbl. ment. dus à solvants volatils : tbl. résiduel ou psychot. de survenue tardive;
F18.8;Autres tbl. ment. dus à solvants volatils;
F18.9;Tbl. ment. dus à solvants volatils, SAI;
F19.0;Tbl. ment. dus à drog. mult. ou NCA. : intox. aig.;
F19.1;Tbl. ment. dus à drog. mult. ou NCA. : util. nocive;
F19.2;Tbl. ment. dus à drog. mult. ou NCA. : synd. de dép.;
F19.3;Tbl. ment. dus à drog. mult. ou NCA. : synd. de sevrage;
F19.4;Tbl. ment. dus à drog. mult. ou NCA. : synd. de sevr. + délirium;
F19.5;Tbl. ment. dus à drog. mult. ou NCA. : tbl. psychot.;
F19.6;Tbl. ment. dus à drog. mult. ou NCA. : synd. amnésique;
F19.7;Tbl. ment. dus à drog. mult. ou NCA. : tbl. résiduel ou psychot. de survenue tardive;
F19.8;Autres tbl. ment. dus à drog. mult. ou NCA.;
F19.9;Tbl. ment. dus à drog. mult. ou NCA., SAI;
F20.0;Schizophrénie paranoïde;
F20.1;Schizophrénie hébéphrénique;
F20.2;Schizophrénie catatonique;
F20.3;Schizophrénie indifférenciée;
F20.4;Dépres. post-schizophrénique;
F20.5;Schizophénie résiduelle;
F20.6;Schizophrénie simple;
F20.8;Autres formes de schizophrénie;
F20.9;Schizophrénie, SAI;
F21.1;Tbl. schizotypique;
F22.0;Tbl. délirant;
F22.8;Autres tbl. délirants persistants;
F22.9;Tbl. délirant persistant, SAI;
F23.0;Tbl. psychot. aig. polymorphe, (sans sympt. schizophréniques);
F23.1;Tbl. psychot. aig. polymorphe avec sympt. schizophréniques;
F23.2;Tbl. psychot. aig. d'allure schizophrénique;
F23.3;Autre tbl. psychot. aig., essentiellement délirant;
F23.8;Autres tbl. psychot. aig. et transit.;
F23.9;Tbl. psychot. aig. et transit., SAI;
F24.4;Tbl. délirant induit;
F25.0;Tbl. schizo-affectif, type maniaque;
F25.1;Tbl. schizo-affectif, type dépres.;
F25.2;Tbl. schizo-affectif, type mixte;
F25.8;Autres tbl. schizo-affectifs;
F25.9;Tbl. schizo-affectif, SAI;
F28.8;Autres tbl. psychot. non org.;
F29.9;Psychose non org., SAI;
F30.0;Hypomanie;
F30.1;Manie sans sympt. psychot.;
F30.2;Manie avec sympt. psychot.;
F30.8;Autres épisodes maniaques;
F30.9;Épisode maniaque, SAI;
F31.0;Tbl. aff. bipol., épisode actuel hypomaniaque;
F31.1;Tbl. aff. bipol., épisode actuel maniaque sans sympt. psychot.;
F31.2;Tbl. aff. bipol., épisode actuel maniaque avec sympt. psychot.;
F31.3;Tbl. aff. bipol., épisode actuel de dépres. légère ou moy.;
F31.4;Tbl. aff. bipol., épisode actuel de dépres. sévère sans sympt. psychot.;
F31.5;Tbl. aff. bipol., épisode actuel de dépres. sévère avec sympt. psychot.;
F31.6;Tbl. aff. bipol., épisode actuel mixte;
F31.7;Tbl. aff. bipol., actuellement en rémission;
F31.8;Autres tbl. affectifs bipolaires;
F31.9;Tbl. aff. bipol., SAI;
F32.0;Épisode dépres. léger;
F32.1;Épisode dépres. moy.;
F32.2;Épisode dépres. sévère sans sympt. psychot.;
F32.3;Épisode dépres. sévère avec sympt. psychot.;
F32.8;Autres épisodes dépres.;
F32.9;Épisode dépres., SAI;
F33.0;Tbl. dépres. récurrent, épisode actuel léger;
F33.1;Tbl. dépres. récurrent, épisode actuel moy.;
F33.2;Tbl. dépres. récurrent, épisode actuel sévère sans sympt. psychot.;
F33.3;Tbl. dépres. récurrent, épisode actuel sévère avec sympt. psychot.;
F33.4;Tbl. dépres. récurrent, actuellement en rémission;
F33.8;Autres tbl. dépres. récurrents;
F33.9;Tbl. dépres. récurrent, SAI;
F34.0;Cyclothymie;
F34.1;Dysthymie;
F34.8;Autres tbl. de l'humeur [affectifs] persistants;
F34.9;Tbl. de l'humeur [affectif] persistant, SAI;
F38.0;Autres tbl. de l'humeur [affectifs] isolés;
F38.1;Autres tbl. de l'humeur [affectifs] récurrents;
F38.8;Autres tbl. de l'humeur [affectifs] préc.;
F39.9;Tbl. de l'humeur [affectif], SAI;
F40.0;Agoraphobie;
F40.1;Phobies sociales;
F40.2;Phobies spécifiques (isolées);
F40.8;Autres tbl. anxieux phobiques;
F40.9;Tbl. anxieux phobique, SAI;
F41.0;Tbl. panique [anxiété épisodique paroxystique];
F41.1;Anxiété généralisée;
F41.2;Tbl. anxieux et dépres. mixte;
F41.3;Autres tbl. anxieux mixtes;
F41.8;Autres tbl. anxieux préc.;
F41.9;Tbl. anxieux, SAI;
F42.0;Tbl. obsess.-comp. avec idées ou ruminations obsédantes au 1er plan;
F42.1;Tbl. obsess.-comp. avec comport. comp. [rituels obsess.] au 1er plan;
F42.2;Tbl. obsess.-comp. : forme mixte, avec idées obsédantes et comport. comp.;
F42.8;Autres tbl. obsess.-comp.;
F42.9;Tbl. obsess.-comp., SAI;
F43.0;Réac. aig. à un fact. de stress;
F43.1;État de stress post-trauma;
F43.2;Tbl. de l'adaptation;
F43.8;Autres réac. à un fact. de stress sévère;
F43.9;Réac. à un fact. de stress sévère, SAI;
F44.0;Amnésie dissociative;
F44.1;Fugue dissociative;
F44.2;Stupeur dissociative;
F44.3;États de transe et de possession;
F44.4;Tbl. moteurs dissociatifs;
F44.5;Convulsions dissociatives;
F44.6;Anest. dissociative et atteintes sensorielles;
F44.7;Tbl. dissociatif [de conversion] mixte;
F44.8;Autres tbl. dissociatifs [de conversion];
F44.9;Tbl. dissociatif [de conversion], SAI;
F45.0;Somatisation;
F45.1;Tbl. somatoforme indifférencié;
F45.2;Tbl. hypocondriaque;
F45.3;Dysfontionnement neurovégétatif somatoforme;
F45.4;Synd. douloureux somatoforme persistant;
F45.8;Autres tbl. somatoformes;
F45.9;Tbl. somatoforme, SAI;
F48.0;Neurasthénie;
F48.1;Synd. de dépersonnalisation-déréalisation;
F48.8;Autres tbl. névrotiques préc.;
F48.9;Tbl. névrotique, SAI;
F50.0;Anorexie ment.;
F50.1;Anorexie ment. atypique;
F50.2;Boulimie (bulimia nervosa);
F50.3;Boulimie atypique;
F50.4;Hyperphagie associée à d'autres pertubations psycho.;
F50.5;Vomissements associés à d'autres pertubations psycho.;
F50.8;Autres tbl. de l'alimentation non org.;
F50.9;Tbl. de l'alimentation non org., SAI;
F51.0;Insomnie non org.;
F51.1;Hypersomnie non org.;
F51.2;Tbl. du rythme veille-sommeil non dû à une cause org.;
F51.3;Somnanbulisme;
F51.4;Terreurs nocturnes;
F51.5;Cauchemars;
F51.8;Autres tbl. du sommeil non org.;
F51.9;Tbl. du sommeil non org., SAI;
F52.0;Abs. ou perte de désir sexuel;
F52.1;Aversion sexuelle et manque de plaisir sexuel;
F52.2;Échec de la réponse gén.;
F52.3;Dysfct. orgasmique;
F52.4;Éjaculation précoce;
F52.5;Vaginisme non org.;
F52.6;Dyspareunie non org.;
F52.7;Activité sexuelle excessive;
F52.8;Autres dysfct. sexuels, non dus à un tbl. ou à une mal. org.;
F52.9;Dysfct. sexuel non dû à un tbl. ou à une mal. org., SAI;
F53.0;Tbl. ment. et du comport. légers associés à la puerp., NCA.;
F53.1;Tbl. ment. et du comport. sévères associés à la puerp., NCA.;
F53.8;Autres tbl. ment. et du comport. associés à la puerp., NCA.;
F53.9;Tbl. ment. de la puerp., SAI;
F54.4;Fact. psycho. et comport. associés à des mal. ou des tbl. cl. ail.;
F55.5;Abus de subst. n'entraînant pas de dép.;
F59.9;Synd. comport. SAI. associés à des perturbations physio. et à des fact. phys.;
F60.0;Person. paranoïaque;
F60.1;Person. schizoïde;
F60.2;Person. dyssociale;
F60.3;Person. émotion.ment labile;
F60.4;Person. histrionique;
F60.5;Person. anankastique;
F60.6;Person. anxieuse [évitante];
F60.7;Person. dépendante;
F60.8;Autres tbl. spécifiques de la person.;
F60.9;Tbl. de la person., SAI;
F61.1;Tbl. mixtes de la person. et autres tbl. de la person.;
F62.0;Modif. durable de la person. après une expérience de catastrophe;
F62.1;Modif. durable de la person. après une mal. psy.;
F62.8;Autres modif. durables de la person.;
F62.9;Modif. durable de la person., SAI;
F63.0;Jeu patho.;
F63.1;Tendance patho. à allumer des incendies [pyromanie];
F63.2;Tendance patho. à commettre des vols [kleptomanie];
F63.3;Trichotillomanie;
F63.8;Autres tbl. des habitudes et des impulsions;
F63.9;Tbl. des habitudes et des impulsions, SAI;
F64.0;Transsexualisme;
F64.1;Travestisme bivalent;
F64.2;Tbl. de l'identité sexuelle de l'enfance;
F64.8;Autres tbl. de l'identité sexuelle;
F64.9;Tbl. de l'identité sexuelle, SAI;
F65.0;Fétichisme;
F65.1;Travestisme fétichiste;
F65.2;Exhibitionnisme;
F65.3;Voyeurisme;
F65.4;Pédophilie;
F65.5;Sado-masochisme;
F65.6;Tbl. mult. de la préférence sexuelle;
F65.8;Autres tbl. de la préférence sexuelle;
F65.9;Tbl. de la préférence sexuelle, SAI;
F66.0;Tbl. de la maturation sexuelle;
F66.1;Orientation sexuelle égodystonique;
F66.2;Problème sexuel relationnel;
F66.8;Autres tbl. du dévelop. psychosexuel;
F66.9;Tbl. du dévelop. psychosexuel, SAI;
F68.0;Majoration de sympt. phys. pour des raisons psycho.;
F68.1;Produc. intentionnelle ou simul. de sympt. ou d'une incapacité, soit phys. soit psycho. [tbl. factic;
F68.8;Autres tbl. préc. de la person. et du comport. chez l'adulte;
F69.9;Tbl. de la person. et du comport. chez l'adulte, SAI;
F70.0;Retard ment. léger : défic. du comport. absent ou minime;
F70.1;Retard ment. léger : défic. du comport. sign., nécess. une surv. ou traitement;
F70.8;Retard ment. léger : autres défic. du comport.;
F70.9;Retard ment. léger : sans ment. d'une défic. du comport.;
F71.0;Retard ment. moy. : défic. du comport. absent ou minime;
F71.1;Retard ment. moy. : défic. du comport. sign., nécess. une surv. ou traitement;
F71.8;Retard ment. moy. : autres défic. du comport.;
F71.9;Retard ment. moy. : sans ment. d'une défic. du comport.;
F72.0;Retard ment. grave : défic. du comport. absent ou minime;
F72.1;Retard ment. grave : défic. du comport. sign., nécess. une surv. ou traitement;
F72.8;Retard ment. grave : autres défic. du comport.;
F72.9;Retard ment. grave : sans ment. d'une défic. du comport.;
F73.0;Retard ment. prof. : défic. du comport. absent ou minime;
F73.1;Retard ment. prof. : défic. du comport. sign., nécess. une surv. ou traitement;
F73.8;Retard ment. prof. : autres défic. du comport.;
F73.9;Retard ment. prof. : sans ment. d'une défic. du comport.;
F78.0;Autres formes de retard ment. : défic. du comport. absent ou minime;
F78.1;Autres formes de retard ment. : défic. du comport. sign., nécess. une surv. ou traitement;
F78.8;Autres formes de retard ment. : autres défic. du comport.;
F78.9;Autres formes de retard ment. : sans ment. d'une défic. du comport.;
F79.0;Retard ment., SAI : défic. du comport. absent ou minime;
F79.1;Retard ment., SAI : défic. du comport. sign., nécess. une surv. ou traitement;
F79.8;Retard ment., SAI : autres défic. du comport.;
F79.9;Retard ment., SAI : sans ment. d'une défic. du comport.;
F80.0;Tbl. spécifique de l'acquisition de l'artic.;
F80.1;Tbl. de l'acquisition du langage, de type expressif;
F80.2;Tbl. de l'acquisition du langage, de type réceptif;
F80.3;Aphasie acquise avec épilep. [Landau-Kleffner];
F80.8;Autres tbl. du dévelop. de la parole et du langage;
F80.9;Tbl. du dévelop. de la parole et du langage, SAI;
F81.0;Tbl. spécifique de la lecture;
F81.1;Tbl. spécifique de l'acquisition de l'orthographe;
F81.2;Tbl. spécifique de l'acquisition de l'arithmétique;
F81.3;Tbl. mixte des acquisitions scolaires;
F81.8;Autres tbl. du dévelop., des acquisitions scolaires;
F81.9;Tbl. du dévelop., des acquisitions scolaires, SAI;
F82.2;Tbl. spécifique du dévelop. moteur;
F83.3;Tbl. spécifiques mixtes du dévelop.;
F84.0;Autisme infantile;
F84.1;Autisme atypique;
F84.2;Synd. de Rett;
F84.3;Autre tbl. désintégratif de l'enfance;
F84.4;Hyperactivité associée à un retard ment. et à des mouv. stéréotypés;
F84.5;Synd. d'Asperger;
F84.8;Autres tbl. envahissants du dévelop.;
F84.9;Tbl. envahissant du dévelop., SAI;
F88.8;Autres tbl. du dévelop. psycho.;
F89.9;Tbl. du dévelop. psycho., SAI;
F90.0;Perturbation de l'activité et de l'attention;
F90.1;Tbl. hyperkinétique et tbl. des conduites;
F90.8;Autres tbl. hyperkinétiques;
F90.9;Tbl. hyperkinétique, SAI;
F91.0;Tbl. des conduites limité au milieu fam.;
F91.1;Tbl. des conduites, type mal socialisé;
F91.2;Tbl. des conduites, type socialisé;
F91.3;Tbl. oppositionnel, avec provocation;
F91.8;Autres tbl. des conduites;
F91.9;Tbl. des conduites, SAI;
F92.0;Tbl. des conduites avec dépres.;
F92.8;Autres tbl. mixtes des conduites et tbl. émotion.;
F92.9;Tbl. mixte des conduites et tbl. émotion., SAI;
F93.0;Angoisse de séparation de l'enfance;
F93.1;Tbl. anxieux phobique de l'enfance;
F93.2;Anxiété sociale de l'enfance;
F93.3;Rivalité dans la fratrie;
F93.8;Autres tbl. émotion. de l'enfance;
F93.9;Tbl. émotion. de l'enfance, SAI;
F94.0;Mutisme électif;
F94.1;Tbl. réac. de l'attachement de l'enfance;
F94.2;Tbl. de l'attachement de l'enfance avec désinhibition;
F94.8;Autres tbl. du fct. social de l'enfance;
F94.9;Tbl. du fct. social de l'enfance, SAI;
F95.0;Tic transit.;
F95.1;Tic moteur ou vocal chron.;
F95.2;Forme associant tics vocaux et tics moteurs [synd. de Gilles de la Tourette];
F95.8;Autres tics;
F95.9;Tic, SAI;
F98.0;Énurésie non org.;
F98.1;Encoprésie non org.;
F98.2;Tbl. de l'alimentation non org. du nourrisson et de l'enfant;
F98.3;Pica du nourrisson et de l'enfant;
F98.4;Mouv. stéréotypés;
F98.5;Bégaiement;
F98.6;Bredouillement [langage précipité];
F98.8;Autres tbl. préc. du comport. et tbl. émotion. appar. habit. de l'enfant et ado.;
F98.9;Tbl. du comport. et tbl. émotion. appar. habit. de l'enfant et ado., SAI;
F99.9;Tbl. ment., sans autre indication;
G00.0;Méningite à Haemophilus;
G00.1;Méningite à pneumocoques;
G00.2;Méningite à streptocoques;
G00.3;Méningite à saphyloc.;
G00.8;Autres méningites bact.;
G00.9;Méningite bact., SAI;
G01.1;Méningite au cours d'aff. bact. cl. ail.;
G02.0;Méningite au cours d'infect. virales cl. ail.;
G02.1;Méningite avec mycoses cl. ail.;
G02.8;Méningite au cours d'autres mal. infect. et parasit. préc. cl. ail.;
G03.0;Méningite à liqu. clair;
G03.1;Méningite chron.;
G03.2;Méningite récurrente b. [Mollaret];
G03.8;Méningite due à d'autres causes préc.;
G03.9;Méningite, SAI;
G04.0;Encéphalite aig. disséminée;
G04.1;Paraplégie spastique tropicale;
G04.2;Méningo-encéphalite et méningomyélite bact., NCA.;
G04.8;Autres encéphalites, myélites et encéphalomyélites;
G04.9;Encéphalite, myélite et encéphalomyélite, SAI;
G05.0;Encéphalite, myélite et encéphalomyélite au cours d'infect. bact. cl. ail.;
